idi_tuaria,idseq,cdi_tuaria,nome,tipo,cdbigrama,cdtrigrama,cdterminal,situacao,gestao,modalidade,companhia,cnpj,legislacao,pro_didade,endereco,com_emento,numero,bairro,cep,idcidade,cidade,idestado,estado,idr_rafica,reg_rafica,loc_izacao,latitude,longitude,observacao,fonte,cdc_troide,NOTerminal,CNPJInstal,RazaoSocia,CNPJEmpres,RazaoSoc_1,IDTipoOuto,NOTipoOuto,IDTipoTerm,NOTipoTerm,NROutorga,DTOutorga,STTerminal,TPTerminal,VLMontante,DSSituacao,TPInstalac,NRTLO,DTTLO,NRInstrume,NRProcesso,layer,path
"300486","0",BRPA185,Porto Leão do Marajó,Registro - Instalação de apoio,BR,BRP,BRPA185,Construção Concluída,Privada,Registro - Instalação de apoio,H. A. LEÃO NAVEGAÇÃO MARAJÓ,"83733154000110",Res. 6938/2019,,Ave. Presidente Getúlio Vargas,Beira-rio,"1400",Santa Cruz,"68800000","1501402",,,,,,Baía de Marajó,"-1.688","-50.489","Cadastro GAP 10/06/2019; Processo: 50300.009840/2017-88; Lat 01°",Antaq,,Porto Leão do Marajó,83733154000110,H. A. LEÃO NAVEGAÇÃO MARAJÓ,83733154000110,H. A. LEÃO NAVEGAÇÃO MARAJÓ,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6938/2019,2019-05-31 00:00:00.000,NULL,NULL,NULL,Construção Concluída,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300487","0",BRPA186,Trapiche de Soure,Registro - Instalação de apoio,BR,BRP,BRPA186,Em Operação,Privada,Registro - Instalação de apoio,MUNICIPIO DE SOURE,"05133863000150",Res. 7033/2019,,Primeira Rua,,,Centro,"68870000","1507904",,,,,,Baía de Marajó,"-0.73","-48.522",Cadastro GAP em 11/07/2019,Antaq,,Trapiche de Soure,5133863000150,MUNICIPIO DE SOURE,5133863000150,MUNICIPIO DE SOURE,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7033/2019,2019-07-02 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300488","0",BRPA187,Reicon - Senador José Porfírio,Registro - Instalação de apoio,BR,BRP,BRPA187,Em Operação,Privada,Registro - Instalação de apoio,REBELO INDUSTRIA COMERCIO E NAVEGACAO LTDA,"05685961000443",Res. 7030/2019,,Rua Quatorze de Abril/ Rua das Flores,,,Centro,"68360000","1507805",,,,,,Xingu,"-2.587","-51.956",Cadastro GAP 11/07/2019,Antaq,,Reicon - Senador José Porfírio,5685961000443,REBELO INDUSTRIA COMERCIO E NAVEGACAO LTDA,5685961000443,REBELO INDUSTRIA COMERCIO E NAVEGACAO LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7030/2019,2019-07-02 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300489","0",BRPA188,UTE Novo Tempo Barcarena,Registro - Instalação flutuante,BR,BRP,BRPA188,Em Operação,Privada,Registro - Instalação flutuante,CELBA - CENTRAIS ELETRICAS BARCARENA SA,"22634191000186",Res. 7039/2019,,"Porto Organizado de Vila do Conde, Rodovia PA 481, km 2.3",,,Centro,"68447000","1501303",,,,,,Acará,"-1.529","-48.746",Cadastro GAP 12/07/2019.,Antaq,,UTE Novo Tempo Barcarena,22634191000186,CELBA - CENTRAIS ELETRICAS BARCARENA SA,22634191000186,CELBA - CENTRAIS ELETRICAS BARCARENA SA,"9",Registro (RN 13/2016),"14",Registro - Instalação flutuante,Res. 7039/2019,2019-07-01 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300490","0",BRPA189,Jarumã - Porto Arapari,Registro - Instalação de apoio,BR,BRP,BRPA189,Em Operação,Privada,Registro - Instalação de apoio,JARUMÃ RODOFLUVIAL LTDA.,"01570147000180",Res. 7031/2019,,Et. Arapari - Porto Arapari,,"332",Barcarena,"68445000","1501303",,,,,,Baía de Guajará,"-1.559","-48.506",Cadastro GAP 12/07/2019,Antaq,,Jarumã - Porto Arapari,1570147000180,JARUMÃ RODOFLUVIAL LTDA.,1570147000180,JARUMÃ RODOFLUVIAL LTDA.,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7031/2019,2019-07-02 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300491","0",BRPA190,Terminal Hidroviário de Cargas e Passageiros de Terra Santa,Registro - Instalação de apoio,BR,BRP,BRPA190,Em Operação,Privada,Registro - Instalação de apoio,COMPANHIA  DE PORTOS E HIDROVIAS DO ESTADO D,"05452160000195",Acórdão 42/2019,,Orla da cidade à Rua Rui Barbosa,,,Centro,"68285000","1507979",,,,,,Tocantins,"-2.111","-56.492",Cadastro GAP 14/08/2019,Antaq,,Terminal Hidroviário de Cargas e Passageiros de Terra Santa,5452160000195,COMPANHIA  DE PORTOS E HIDROVIAS DO ESTADO DO PARÁ,5452160000195,COMPANHIA  DE PORTOS E HIDROVIAS DO ESTADO DO PARÁ,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Acórdão 42/2019,2019-08-30 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300492","0",BRPA191,Terminal Hidroviário de Passageiros e Cargas de Faro,Registro - Instalação de apoio,BR,BRP,BRPA191,Em Operação,Privada,Registro - Instalação de apoio,COMPANHIA  DE PORTOS E HIDROVIAS DO ESTADO D,"05452160000195",Acórdão 41/2019,,Avenida Generalíssimo Deodoro,,,Umarizal,"68280000","1503002",,,,,,Baía do Guajará,"-2.175","-56.746",Cadastro GAP 28/08/2019,Antaq,,Terminal Hidroviário de Passageiros e Cargas de Faro,5452160000195,COMPANHIA  DE PORTOS E HIDROVIAS DO ESTADO DO PARÁ,5452160000195,COMPANHIA  DE PORTOS E HIDROVIAS DO ESTADO DO PARÁ,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Acórdão 41/2019,2019-08-14 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"41",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300493","0",BRPA192,Terminal Hidroviário de Prainha/PA,Registro - Instalação de apoio,BR,BRP,BRPA192,Em Operação,Privada,Registro - Instalação de apoio,COMPANHIA  DE PORTOS E HIDROVIAS DO ESTADO D,"05452160000195",Acórdão 66/2019,,Rua 7 de setembro,,,Centro,"68130000","1506005",,,,,,Tocantins,"-1.809","-53.481",Cadastro GAP 30/08/2019,Antaq,,Terminal Hidroviário de Prainha/PA,5452160000195,COMPANHIA  DE PORTOS E HIDROVIAS DO ESTADO DO PARÁ,5452160000195,COMPANHIA  DE PORTOS E HIDROVIAS DO ESTADO DO PARÁ,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Acórdão 66/2019,2019-08-21 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300494","0",BRPA193,Terminal Hidroviários de Cargas e Passageiros de Santarém,Registro - Instalação de apoio,BR,BRP,BRPA193,Em Operação,Privada,Registro - Instalação de apoio,COMPANHIA  DE PORTOS E HIDROVIAS DO ESTADO D,"05452160000195",Acórdão 65/2019,,Avenida Amazonas,Trecho compreendido pelas ruas Dom João VI e Climério de Mendonça,,Prainha,"68030290","1506807",,,,,,Amazonas,"-2.427","-54.698",Cadastro GAP 30/08/2019,Antaq,,Terminal Hidroviários de Cargas e Passageiros de Santarém,5452160000195,COMPANHIA  DE PORTOS E HIDROVIAS DO ESTADO DO PARÁ,5452160000195,COMPANHIA  DE PORTOS E HIDROVIAS DO ESTADO DO PARÁ,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Acórdão 65/2019,2019-08-21 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300495","0",BRPE002,Estaleiro VARD PROMAR,Registro - Estaleiro,BR,BRP,BRPE002,Em Operação,Privada,Registro - Estaleiro,VARD PROMAR S/A,"11084194000177",Res. 6289/2018,,AE Zona Industrial Portuária - ZIP,S/N Ilha de Tatuoca,,Zona Rural,"55590000","2607208",,,,,,,"-8.371","-34.972",Cadastro atualizado pela GAP em 14/08/2018,Antaq,,Estaleiro VARD PROMAR,11084194000177,VARD PROMAR S/A,11084194000177,VARD PROMAR S/A,"9",Registro (RN 13/2016),"15",Registro - Estaleiro,Res. 6289/2018,2018-08-14 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300496","0",BRPE003,Porto de Santo Antônio (IP4 Fernando de Noronha),Registro - Instalação portuária pública,BR,BRP,BRPE003,Em Operação,Privada,Registro - Instalação portuária pública de pequeno porte,PORTO DE SANTO ANTONIO - AUTARQUIA TERRITORI,"40817926000199",Res. 5594/2017,,Bairro de Santo Antônio,,,Vila do Porto,"53990000","2605459",,,,,,,"-3.834","-32.401",,Antaq,,Porto de Santo Antônio (IP4 Fernando de Noronha),40817926000199,PORTO DE SANTO ANTONIO - AUTARQUIA TERRITORIAL DISTRITO ESTADUAL DE FERNANDO DE NORONHA,40817926000199,PORTO DE SANTO ANTONIO - AUTARQUIA TERRITORIAL DISTRITO ESTADUAL DE FERNANDO DE NORONHA,"9",Registro (RN 13/2016),"7",Registro - Instalação portuária pública de pequeno porte,Res. 5594/2017,2017-08-25 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"5594",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300497","0",BRRJ052,Píer do Centro na Praia do Canto,Registro - Instalação de apoio,BR,BRR,BRRJ052,Em Operação,Privada,Registro - Instalação de apoio,MUNICIPIO DE ARMAÇAO DE BUZIOS,"01616171000102",Res. 6517/2018,,Avenida José Bento Ribeiro Dantas,Logradouro 099,,CENTRO,"28950000","3300233",,,,,,,"-22.754","-41.887","Atualizado pela GAP em 22/11/2018
SEI 0964998 - Dá conhecimento",Antaq,,Píer do Centro na Praia do Canto,1616171000102,MUNICIPIO DE ARMAÇAO DE BUZIOS,1616171000102,MUNICIPIO DE ARMAÇAO DE BUZIOS,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6517/2018,2018-11-12 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"6517",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300498","0",BRRJ060,Terminal Dock Brasil,Registro - Estaleiro,BR,BRR,BRRJ060,Em Operação,Privada,Registro - Estaleiro,DOCK BRASIL ENGENHARIA E SERVIÇOS S.A.,"09586433000145",Res. 5265/2017,,RUA MANUEL DUARTE,"S/N, LOTES 5 E 6",,Gradim,"24430500","3304904",,,,,,,"-22.8336","-43.0969",Cadastrado pela GAP em 22/02/2017.,Antaq,,,,,,,,,,,,,,,,,,,,,,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300499","0",BRRJ064,Cais do Mercado de Peixes de Macaé,Registro - Instalação de apoio,BR,BRR,BRRJ064,Em Operação,Privada,Registro - Instalação de apoio,MUNICIPIO DE MACAE,"29115474000160",Res. 5622/2017,,Avenida Presidente Sodré,,"534",Centro,"27913080","3302403",,,,,,,"-22.375","-41.775",,Antaq,,Cais do Mercado de Peixes de Macaé,29115474000160,MUNICIPIO DE MACAE,29115474000160,MUNICIPIO DE MACAE,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 5622/2017,2017-09-05 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"5622",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300500","0",BRRJ069,Coroa Grande Serviços Portuários,Registro - Instalação de apoio,BR,BRR,BRRJ069,Em Operação,Privada,Registro - Instalação de apoio,COROA GRANDE SERVIÇOS PORTUÁRIOS LTDA,"32242844000135",Res. 6436/2018,,Rua Presidente Roosevelt,,"100",Vila Geni,"23825780","3302007",,,,,,,"-22.904","-43.85",Cadastrado pela GAP em 18/10/2018.,Antaq,,Coroa Grande Serviços Portuários,32242844000135,COROA GRANDE SERVIÇOS PORTUÁRIOS LTDA,32242844000135,COROA GRANDE SERVIÇOS PORTUÁRIOS LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6436/2018,2018-10-18 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300501","0",BRRJ061,DOME - Terminais Portuários,Registro - Instalação de apoio,BR,BRR,BRRJ061,Em Operação,Privada,Registro - Instalação de apoio,PRUMO SERVICOS E NAVEGACAO LTDA.,"26594080000144",Res. 5449/2017,,Via 5 Projetada,"s/nº, Lote A-12 - A do Distrito Industrial",,Distrito Industrial,"28200000","3305000",,,,,,,"-21.855","-41.007",Inserido pela GAP em 19/06/2017.,Antaq,,DOME - Terminais Portuários,26594080000144,PRUMO SERVICOS E NAVEGACAO LTDA.,26594080000144,PRUMO SERVICOS E NAVEGACAO LTDA.,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 5449/2017,2017-06-14 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"5449",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300502","0",BRRJ063,Tranship Gradim,Registro - Instalação de apoio,BR,BRR,BRRJ063,Em Operação,Privada,Registro - Instalação de apoio,TRANSHIP TRANSPORTES MARITIMOS LTDA,"31667298000464",Res. 5597/2017,,Rua Manoel Duarte,,"2291",Gradim,"24430500","3304904",,,,,,,"-22.826","-43.095",,Antaq,,Tranship Gradim,31667298000464,TRANSHIP TRANSPORTES MARITIMOS LTDA,31667298000111,TRANSHIP TRANSPORTES MARÍTIMOS LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 5597/2017,2017-08-18 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"5597",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300504","0",BRRJ070,Píer Terminal Janeth Dias,Registro - Instalação de apoio,BR,BRR,BRRJ070,Em Operação,Privada,Registro - Instalação de apoio,MUNICIPIO DE ANGRA DOS REIS,"29172467000109",Res. 6516/2018,,Rua da Praia,,,Vila Abraão - Bairro Ilha Grande,"23900435","3300100",,,,,,,"-23.139","-44.168",,Antaq,,Píer Terminal Janeth Dias,29172467000109,MUNICIPIO DE ANGRA DOS REIS,29172467000109,MUNICIPIO DE ANGRA DOS REIS,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6516/2018,2018-11-12 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300505","0",BRRJ071,Píer Estação Santa Luzia,Registro - Instalação de apoio,BR,BRR,BRRJ071,Em Operação,Privada,Registro - Instalação de apoio,MUNICIPIO DE ANGRA DOS REIS,"29172467000109",Res. 6528/2018,,Avenida Julio Maria,,"90",Centro,"23900435","3300100",,,,,,,"-23.008","-44.316",,Antaq,,Píer Estação Santa Luzia,29172467000109,MUNICIPIO DE ANGRA DOS REIS,29172467000109,MUNICIPIO DE ANGRA DOS REIS,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6528/2018,2018-11-13 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300506","0",BRRJ072,Píer de Turismo da Vila do Abraão,Registro - Instalação de apoio,BR,BRR,BRRJ072,Em Operação,Privada,Registro - Instalação de apoio,MUNICIPIO DE ANGRA DOS REIS,"29172467000109",Res. 6527/2018,,Rua da Praia,Vila do Abraão,,Ilha Grande,"23900435","3300100",,,,,,,"-23.139","-44.166",,Antaq,,Píer de Turismo da Vila do Abraão,29172467000109,MUNICIPIO DE ANGRA DOS REIS,29172467000109,MUNICIPIO DE ANGRA DOS REIS,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6527/2018,2018-11-13 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300507","0",BRRJ073,Píer de Transatlântico da Passagem de Cabo Frio,Registro - Instalação de apoio,BR,BRR,BRRJ073,Em Operação,Privada,Registro - Instalação de apoio,MUNICIPIO DE CABO FRIO,"28549483000105",Res. 6525/2018,,Avenida Assunção,,"15",Passagem,"28906200","3300704",,,,,,,"-22.874","-42.009",,Antaq,,Píer de Transatlântico da Passagem de Cabo Frio,28549483000105,MUNICIPIO DE CABO FRIO,28549483000105,MUNICIPIO DE CABO FRIO,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6525/2018,2018-11-13 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300509","0",BRRJ075,Sidiney Gomes,Registro - Instalação de apoio,BR,BRR,BRRJ075,Em Operação,Privada,Registro - Instalação de apoio,DISNEY TOREZANI DA CONCEIÇÃO,"19219691000147",Res. 7021/2019,,Rua Artina Ribeiro Barbosa,,,Centro,"27910010","3302403",,,,,,,"-22.368","-41.778",Cadastro GAP 12/07/2019,Antaq,,Sidiney Gomes,19219691000147,DISNEY TOREZANI DA CONCEIÇÃO,19219691000147,DISNEY TOREZANI DA CONCEIÇÃO,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7021/2019,2019-07-02 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300510","0",BRRO024,Aquavia,Registro - Instalação de apoio,BR,BRR,BRRO024,Em Operação,Privada,Registro - Instalação de apoio,AQUAVIA - NAVEGAÇÃO E COMÉRCIO LTDA.,"03961297000140",Res. 5417/2017,,Av. Beira Rio,,"580",Centro,"76850000","1100106",,,,,,Mamoré,"-10.793","-65.347",Atualizado pela GAP em 30/05/2017.,Antaq,,Aquavia,3961297000140,AQUAVIA - NAVEGAÇÃO E COMÉRCIO LTDA.,3961297000140,AQUAVIA - NAVEGAÇÃO E COMÉRCIO LTDA.,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 5417/2017,2017-05-29 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"5417",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300511","0",BRRO027,Estaleiro Guarajá Máquinas,Registro - Estaleiro,BR,BRR,BRRO027,Em Operação,Privada,Registro - Estaleiro,GUAJARÁ MÁQUINAS TRANSPORTES E NAVEGAÇÃO LTD,"04268763000179",Res. 7032/2019,,Travessa Nicolau Jorge,,"763",Centro,"76850000","1100106",,,,,,Mamoré,"-10.795","-65.346","Cadastro GAP 15/07/2019, SEI 50300.002438/2019-34",Antaq,,Estaleiro Guarajá Máquinas,4268763000179,GUAJARÁ MÁQUINAS TRANSPORTES E NAVEGAÇÃO LTDA,4268763000179,GUAJARÁ MÁQUINAS TRANSPORTES E NAVEGAÇÃO LTDA,"9",Registro (RN 13/2016),"15",Registro - Estaleiro,Res. 7032/2019,2019-07-02 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300512","0",BRRO028,IP4 de Cai N' água (Porto Velho),Registro - Instalação portuária pública,BR,BRR,BRRO028,Em Operação,Privada,Registro - Instalação portuária pública de pequeno porte,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRA,"04892707003398",Res. 6884/2019,,Rua João Alfredo,,,Baixa União,"79805898","1100205",,,,,,Madeira,"-8.77","-63.909",Cadastro GAP 16/08/2019,Antaq,,IP4 de Cai N' água (Porto Velho),4892707003398,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRANSPORTES,4892707003398,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRANSPORTES,"9",Registro (RN 13/2016),"7",Registro - Instalação portuária pública de pequeno porte,Res. 6884/2019,2019-05-02 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300513","0",BRRR002,IP4 de Caracaraí,Registro - Instalação portuária pública,BR,BRR,BRRR002,Em Operação,Privada,Registro - Instalação portuária pública de pequeno porte,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRA,"04892707003398",Res. 6884/2019,,Rua Miguel Lima,,,Centro,"69360000","1400209",,,,,,Branco,"1.82","-61.125",Cadastro GAP 06/08/2019,Antaq,,IP4 de Caracaraí,4892707003398,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRANSPORTES,4892707003398,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRANSPORTES,"9",Registro (RN 13/2016),"7",Registro - Instalação portuária pública de pequeno porte,Res. 6884/2019,2019-05-02 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300514","0",BRSC005,Estaleiro Itajaí S/A,Registro - Estaleiro,BR,BRS,BRSC005,Em Operação,Privada,Registro - Estaleiro,EISA - ESTALEIRO ITAJAÍ S.A.,"00355092000122",Res. 6800/2019,,RUA HERTA THIEME,,"244",1º DISTRITO INDUSTRIAL,"88305645","4208203",,,,,,Itajaí-Açu,"-26.891","-48.67","AUTORIZAÇÃO EXTINTA POR CADUCIDADE, DE ACORDO COM RESOLUÇÃO 962-",Antaq,,Estaleiro Itajaí S/A,355092000122,EISA - ESTALEIRO ITAJAÍ S.A.,355092000122,EISA - ESTALEIRO ITAJAÍ S.A.,"9",Registro (RN 13/2016),"15",Registro - Estaleiro,Res. 6800/2019,2019-03-20 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300515","0",BRSC024,Píer de Passageiros do Centro Histórico,Registro - Instalação de apoio,BR,BRS,BRSC024,Em Operação,Privada,Registro - Instalação de apoio,PREFEITURA MUNICIPAL SAO FRANCISCO DO SUL,"83102269000106",Res. 6522/2018,,Rua Babitonga,,"62",Centro Histórico,"89240000","4216206",,,,,,,"-26.241","-48.641",Atualização GAP em 22/11/2018,Antaq,,Píer de Passageiros do Centro Histórico,83102269000106,PREFEITURA MUNICIPAL SAO FRANCISCO DO SUL,83102269000106,PREFEITURA MUNICIPAL SAO FRANCISCO DO SUL,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6522/2018,2018-11-13 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300518","0",BRSC029,Lunasub Náutica Ltda,Registro - Instalação de apoio,BR,BRS,BRSC029,Em Operação,Privada,Registro - Instalação de apoio,LUNASUB NAUTICA LTDA.,"79012985000125",Res. 6480/2018,,Enseada de Porto Belo,Saída da Rua Benedito Guerreiro,,Centro,"88210000","4213500",,,,,,,"-27.157","-48.553",50300.002945/2018-97,Antaq,,Lunasub Náutica Ltda,79012985000125,LUNASUB NAUTICA LTDA.,79012985000125,LUNASUB NAUTICA LTDA.,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6480/2018,2018-11-06 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300519","0",BRSC030,Estaleiro de Construção e Manutenção de Embarcações,Registro - Estaleiro,BR,BRS,BRSC030,Em Operação,Privada,Registro - Estaleiro,EMPRESA DE NAVEGAÇÃO SANTA CATARINA LTDA,"84296060000193",Res. 6578/2018,,Av João Sacavem,,"5",Centro,"88370456","4211306",,,,,,Matari,"-26.901","-48.661",Processo 50300.000674/2018-35,Antaq,,Estaleiro de Construção e Manutenção de Embarcações,84296060000193,EMPRESA DE NAVEGAÇÃO SANTA CATARINA LTDA,84296060000193,EMPRESA DE NAVEGAÇÃO SANTA CATARINA LTDA,"9",Registro (RN 13/2016),"15",Registro - Estaleiro,Res. 6578/2018,2018-12-02 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
